Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,price_to_hp_ratio,mpg_ratio,anomaly_score,anomaly,anomaly_type
Honda,Civic del Sol,1997,regular unleaded,127.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,26,2202,2322,18.283464566929133,1.2692307692307692,0.09037205737404619,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,24340,170.2097902097902,1.3,0.12584101869109282,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,41,31,2202,20040,140.13986013986013,1.3225806451612903,0.10468054488790385,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,19990,139.7902097902098,1.3,0.12934994226426344,0,Normal
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,24590,119.95121951219512,1.4090909090909092,0.17830982589484934,0,Normal
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,27435,249.4090909090909,1.0681818181818181,-0.037837466696246436,1,Unusual MPG Ratio
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,23090,112.63414634146342,1.4090909090909092,0.1758095211693071,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,28,2202,20390,142.5874125874126,1.2857142857142858,0.15192049720700823,0,Normal
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,22890,111.65853658536585,1.4090909090909092,0.1758095211693071,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,21190,148.1818181818182,1.3,0.13061020670254542,0,Normal
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,25935,235.77272727272728,1.0681818181818181,-0.028529441313403514,1,Unusual MPG Ratio
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,24390,118.97560975609755,1.4090909090909092,0.17830982589484934,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,22840,159.72027972027973,1.3,0.12823891958562256,0,Normal
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,23290,113.60975609756098,1.4090909090909092,0.1758095211693071,0,Normal
Honda,Civic,2015,natural gas,110.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,27,2202,26740,243.0909090909091,1.4074074074074074,0.08206565489887396,0,Normal
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,26235,238.5,1.0681818181818181,-0.028529441313403514,1,Unusual MPG Ratio
Honda,Civic,2015,regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Compact,Sedan,47,44,2202,24735,224.86363636363637,1.0681818181818181,-0.02598164394382918,1,Unusual MPG Ratio
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,19290,134.8951048951049,1.3,0.12732589689609042,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,38,29,2202,21190,148.1818181818182,1.3103448275862069,0.1457392345258397,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,38,29,2202,24140,168.8111888111888,1.3103448275862069,0.1423699734544404,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,36,28,2202,18290,127.9020979020979,1.2857142857142858,0.14756302962740614,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,36,28,2202,18490,129.3006993006993,1.2857142857142858,0.14747362003525344,0,Normal
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,"Factory Tuner,Performance",Compact,Coupe,31,22,2202,24590,119.95121951219512,1.4090909090909092,0.17830982589484934,0,Normal
Honda,Civic,2015,natural gas,110.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,27,2202,29390,267.1818181818182,1.4074074074074074,0.07075934156080177,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,38,29,2202,22640,158.32167832167832,1.3103448275862069,0.14480700109935335,0,Normal
Honda,Civic,2015,premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Compact,Sedan,31,22,2202,23090,112.63414634146342,1.4090909090909092,0.1758095211693071,0,Normal
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,39,30,2202,19090,133.4965034965035,1.3,0.12732589689609042,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,41,31,2202,26125,150.14367816091954,1.3225806451612903,0.10998479396685146,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,41,31,2202,23425,134.6264367816092,1.3225806451612903,0.11033498451796542,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202,26500,152.29885057471265,1.3548387096774193,0.10298818606770432,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,41,31,2202,22300,128.16091954022988,1.3225806451612903,0.10919439513736123,0,Normal
Honda,Civic,2016,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,40,27,2202,18640,117.9746835443038,1.4814814814814814,0.11612414553834632,0,Normal
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,41,31,2202,22040,139.49367088607596,1.3225806451612903,0.11094328975460327,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202,22200,127.58620689655173,1.3548387096774193,0.10348254385695055,0,Normal
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,41,31,2202,21040,133.16455696202533,1.3225806451612903,0.1116198847222738,0,Normal
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,41,30,2202,20850,131.9620253164557,1.3666666666666667,0.11388230753568274,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202,24700,141.95402298850576,1.3548387096774193,0.10410682601836474,0,Normal
Honda,Civic,2016,regular unleaded,158.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,38,26,2202,19050,120.56962025316456,1.4615384615384615,0.14288653970639625,0,Normal
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,41,31,2202,19440,123.0379746835443,1.3225806451612903,0.10620793506617004,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202,23700,136.20689655172413,1.3548387096774193,0.10488544642795672,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202,23200,133.33333333333334,1.3548387096774193,0.10453882723611596,0,Normal
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,41,31,2202,20440,129.36708860759492,1.3225806451612903,0.10818686587171877,0,Normal
Honda,Civic,2016,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,42,31,2202,24700,141.95402298850576,1.3548387096774193,0.10410682601836474,0,Normal
Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,41,30,2202,19850,125.63291139240506,1.3666666666666667,0.11063403092428636,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,39,30,2202,19700,113.2183908045977,1.3,0.12386092661435977,0,Normal
Honda,Civic,2017,premium unleaded (recommended),180.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,39,30,2202,21300,118.33333333333333,1.3,0.12813965831487295,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,40,31,2202,25300,145.4022988505747,1.2903225806451613,0.11763348969688275,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,40,31,2202,22800,131.0344827586207,1.2903225806451613,0.11646635388781645,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,31,2202,20500,117.816091954023,1.2903225806451613,0.11142813772687477,0,Normal
Honda,Civic,2017,premium unleaded (recommended),180.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,36,30,2202,22100,122.77777777777777,1.2,0.12773973890619106,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,26600,152.8735632183908,1.3125,0.10163203392317699,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31,2202,26225,150.7183908045977,1.2903225806451613,0.115782561769117,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,22300,128.16091954022988,1.3125,0.10060826741088919,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31,2202,23525,135.20114942528735,1.2903225806451613,0.11641812090260067,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,23800,136.7816091954023,1.3125,0.10232758816115628,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,42,31,2202,21500,123.5632183908046,1.3548387096774193,0.10358424968548569,0,Normal
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,31,2202,20540,130.0,1.2903225806451613,0.11365762815038849,0,Normal
Honda,Civic,2017,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,40,28,2202,18740,118.60759493670886,1.4285714285714286,0.12167546473916147,0,Normal
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,39,30,2202,20950,132.59493670886076,1.3,0.13351013635124864,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Performance,Compact,Coupe,40,31,2202,22400,128.73563218390805,1.2903225806451613,0.11513864430801302,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,23300,133.90804597701148,1.3125,0.10177036556450059,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,24800,142.5287356321839,1.3125,0.10315149544452834,0,Normal
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,31,2202,19540,123.67088607594937,1.2903225806451613,0.1125162393622764,0,Normal
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,31,2202,21140,133.79746835443038,1.2903225806451613,0.1171134694228757,0,Normal
Honda,Civic,2017,regular unleaded,158.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,39,28,2202,19150,121.20253164556962,1.3928571428571428,0.13229197297987466,0,Normal
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,31,2202,22140,140.126582278481,1.2903225806451613,0.1170732122065471,0,Normal
Honda,Civic,2017,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,39,30,2202,19950,126.26582278481013,1.3,0.13045019525468315,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,42,32,2202,24800,142.5287356321839,1.3125,0.10315149544452834,0,Normal
Honda,Civic,2017,regular unleaded,174.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Coupe,41,30,2202,21600,124.13793103448276,1.3666666666666667,0.11146168181873473,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2949,14.745,1.2857142857142858,0.12156929903432173,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2992,14.96,1.2857142857142858,0.12156929903432173,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,20,15,1385,2529,12.645,1.3333333333333333,0.13782986351719,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2580,12.9,1.2857142857142858,0.12144100145374298,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,19,14,1385,2668,11.6,1.3571428571428572,0.10954700950060475,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2583,12.915,1.2857142857142858,0.12144100145374298,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,20,15,1385,2637,13.185,1.3333333333333333,0.13775679680958858,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,20,15,1385,2517,12.585,1.3333333333333333,0.13666899327740428,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,17,11,1385,3046,13.243478260869566,1.5454545454545454,0.06635480306152486,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,20,15,1385,2265,11.325,1.3333333333333333,0.1341708434772823,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,18,14,1385,3046,15.23,1.2857142857142858,0.12119920025400294,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,20,15,1385,2896,14.48,1.3333333333333333,0.13650132200432363,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,19,14,1385,2891,12.569565217391304,1.3571428571428572,0.10907952368634954,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,20,15,1385,2713,13.565,1.3333333333333333,0.13612284667546304,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,17,11,1385,3120,13.565217391304348,1.5454545454545454,0.06593856968518846,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2653,13.265,1.2857142857142858,0.12136512823017903,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2541,12.705,1.2857142857142858,0.12144100145374298,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,20,15,1385,2486,12.43,1.3333333333333333,0.13647596954544644,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,20,15,1385,2268,11.34,1.3333333333333333,0.1341708434772823,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,20,15,1385,2207,11.035,1.3333333333333333,0.13500311692971317,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,18,14,1385,2925,14.625,1.2857142857142858,0.12156929903432173,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,20,15,1385,2242,11.21,1.3333333333333333,0.13393641632515196,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,20,15,1385,2554,12.77,1.3333333333333333,0.13782986351719,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,18,14,1385,3088,15.44,1.2857142857142858,0.12099919718128355,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2749,13.745,1.2857142857142858,0.12057731053302545,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,18,14,1385,3220,16.1,1.2857142857142858,0.11974532866536147,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2996,14.98,1.2857142857142858,0.12156929903432173,0,Normal
Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,20,15,1385,2366,11.83,1.3333333333333333,0.13673763786234433,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,19,14,1385,3265,16.325,1.3571428571428572,0.129276392043079,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,17,12,1385,3676,15.982608695652173,1.4166666666666667,0.09489228660648524,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,19,14,1385,3427,17.135,1.3571428571428572,0.129276392043079,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,17,12,1385,3470,15.08695652173913,1.4166666666666667,0.09520470003274639,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2898,14.49,1.3125,0.1393280364505618,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,19,14,1385,2920,14.6,1.3571428571428572,0.1304919654924256,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2580,12.9,1.3125,0.14086180636504447,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,18,13,1385,3357,14.595652173913043,1.3846153846153846,0.10599623046736961,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,21,16,1385,2996,14.98,1.3125,0.1393280364505618,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,19,14,1385,2883,14.415,1.3571428571428572,0.1291565042452082,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,21,16,1385,3094,15.47,1.3125,0.14090959489330085,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2885,14.425,1.3125,0.13801976364308294,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,17,12,1385,3419,14.865217391304348,1.4166666666666667,0.09520470003274639,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2668,13.34,1.3125,0.1401300172896952,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,19,14,1385,2789,13.945,1.3571428571428572,0.12951995983305442,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,19,14,1385,3321,16.605,1.3571428571428572,0.129276392043079,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,18,13,1385,3342,14.530434782608696,1.3846153846153846,0.1062029992154293,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,19,14,1385,3025,15.125,1.3571428571428572,0.13029615493702812,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2653,13.265,1.3125,0.1401300172896952,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,21,16,1385,2740,13.7,1.3125,0.13837581969734603,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2639,13.195,1.3125,0.14057521964396347,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,19,14,1385,3067,15.335,1.3571428571428572,0.1301293220660894,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2817,14.085,1.3125,0.13837581969734603,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,19,14,1385,3350,16.75,1.3571428571428572,0.129276392043079,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,19,14,1385,3282,16.41,1.3571428571428572,0.129276392043079,0,Normal
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385,2430,12.15,1.3125,0.13955728734338124,0,Normal
Chevrolet,C/K 1500 Series,1999,regular unleaded,230.0,8.0,AUTOMATIC,rear wheel drive,3.0,,Large,Extended Cab Pickup,17,13,1385,3696,16.069565217391304,1.3076923076923077,0.0967917960650157,0,Normal
Chevrolet,C/K 1500 Series,1999,regular unleaded,230.0,8.0,AUTOMATIC,four wheel drive,3.0,,Large,Extended Cab Pickup,17,13,1385,4098,17.817391304347826,1.3076923076923077,0.09922026163721764,0,Normal
Chevrolet,C/K 2500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,13,1385,2949,12.821739130434782,1.3076923076923077,0.09842212566363379,0,Normal
Chevrolet,C/K 2500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,17,13,1385,3345,14.543478260869565,1.3076923076923077,0.09793117550862857,0,Normal
Chevrolet,C/K 2500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,17,13,1385,3034,13.191304347826087,1.3076923076923077,0.09870102392214802,0,Normal
Chevrolet,C/K 2500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,13,1385,2697,11.726086956521739,1.3076923076923077,0.09673224057935609,0,Normal
Chevrolet,C/K 2500 Series,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,18,12,1385,3360,13.176470588235293,1.5,0.08739560314755918,0,Normal
Chevrolet,C/K 2500 Series,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,18,12,1385,3068,12.031372549019608,1.5,0.08628125997761987,0,Normal
Chevrolet,C/K 2500 Series,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,18,12,1385,3090,12.117647058823529,1.5,0.08628125997761987,0,Normal
Chevrolet,C/K 2500 Series,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,18,12,1385,2847,11.16470588235294,1.5,0.08689598944855798,0,Normal
Mercedes-Benz,CL-Class,2012,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12,617,211000,339.7745571658615,1.5,-0.052424471788560134,1,High Price/HP Ratio
